Subject,AgeGroup,Group,Condition,ExperimentName,Session,SessionDate,SessionTime,Block,Contrast,Word,Talker,TalkerAccent,Mean Stimulus1.ACC,Mean Stimulus1.RT
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,1,Final b/p,lope,Francisco,5.91,1,9819
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,2,Initial v/f,fan,Nicolas,5.49,1,1080
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,3,Initial s/z,sue,Javier,5.11,1,1247
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,4,Initial v/f,fan,Juan,4.95,1,959
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,5,Initial v/f,veil,David,5.74,1,455
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,6,Final d/t,wheat,Juan,4.95,1,941
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,7,Final b/p,rib,Francisco,5.91,0,627
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,8,Initial s/z,sip,David,5.74,1,405
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,9,Initial v/f,feel,Francisco,5.91,1,386
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,10,Final b/p,rip,Juan,4.95,0,1084
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,11,final d/t,seat,Javier,5.11,1,642
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,12,Final b/p,lobe,Juan,4.95,1,1913
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,13,Final d/t,code,Javier,5.11,0,1318
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,14,Final b/p,lope,Juan,4.95,1,1685
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,15,Final d/t,coat,David,5.74,1,1016
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,16,Initial v/f,veal,Juan,4.95,0,599
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,17,Initial v/f,van,Francisco,5.91,1,871
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,18,Final b/p,mob,Javier,5.11,0,751
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,19,Final d/t,wheat,Francisco,5.91,1,876
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,20,Initial s/z,sink,Nicolas,5.49,1,1147
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,21,Initial s/z,zeal,Francisco,5.91,0,1755
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,22,Final b/p,cop,Juan,4.95,1,611
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,23,Initial s/z,zoo,Francisco,5.91,0,8084
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,24,Final b/p,cob,Javier,5.11,0,665
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,25,Initial v/f,veil,Nicolas,5.49,0,664
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,26,Initial v/f,face,Francisco,5.91,0,469
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,27,Final b/p,cob,Nicolas,5.49,1,1170
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,28,Initial s/z,seal,Francisco,5.91,1,613
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,29,Initial v/f,face,Nicolas,5.49,1,570
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,30,Final d/t,seed,Francisco,5.91,0,2196
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,31,Final d/t,tote,Juan,4.95,1,1297
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,32,Initial s/z,sip,Nicolas,5.49,1,2875
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,33,Initial v/f,face,David,5.74,1,795
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,34,Final d/t,seat,Nicolas,5.49,0,792
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,35,Final d/t,toad,Francisco,5.91,0,1368
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,36,Initial v/f,face,Juan,4.95,1,466
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,37,Final d/t,tote,Nicolas,5.49,1,791
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,38,Initial v/f,veil,Francisco,5.91,0,1400
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,39,Final d/t,seed,Nicolas,5.49,1,1093
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,40,Final d/t,weed,Juan,4.95,0,693
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,41,Initial v/f,veil,Francisco,5.91,0,762
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,42,Final b/p,mob,Juan,4.95,0,2087
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,43,Final d/t,code,David,5.74,0,630
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,44,Initial s/z,zinc,Javier,5.11,1,521
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,45,Initial v/f,fail,Juan,4.95,1,728
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,46,Final d/t,wheat,Javier,5.11,1,672
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,47,Final d/t,coat,Juan,4.95,1,712
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,48,Final b/p,lobe,Nicolas,5.49,1,919
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,49,Initial v/f,veil,Juan,4.95,0,572
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,50,Initial v/f,feel,Nicolas,5.49,1,465
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,51,Final d/t,tote,Francisco,5.91,1,1407
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,52,Final d/t,wheat,Nicolas,5.49,0,1118
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,53,Final d/t,code,Francisco,5.91,0,815
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,54,Initial v/f,van,Nicolas,5.49,0,602
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,55,Final b/p,cop,Javier,5.11,1,1204
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,56,Initial s/z,zip,David,5.74,0,535
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,57,Final b/p,mop,Juan,4.95,1,2041
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,58,Initial s/z,zoo,Javier,5.11,1,737
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,59,Final b/p,mob,David,5.74,0,904
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,60,Initial s/z,sue,Francisco,5.91,1,1168
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,61,final d/t,toad,Javier,5.11,0,519
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,62,Initial v/f,feel,David,5.74,1,746
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,63,Initial v/f,fail,Nicolas,5.49,1,820
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,64,Final b/p,rib,David,5.74,0,516
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,65,Final d/t,seat,Juan,4.95,1,929
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,66,Final b/p,rib,Nicolas,5.49,0,1203
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,67,Final d/t,seed,David,5.74,1,459
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,68,Final d/t,toad,Nicolas,5.49,0,787
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,69,Final b/p,mob,Francisco,5.91,0,744
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,70,Initial s/z,zoo,David,5.74,1,1098
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,71,Final b/p,mop,Javier,5.11,1,673
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,72,Final b/p,cop,Nicolas,5.49,1,1123
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,73,Initial v/f,van,David,5.74,1,1312
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,74,Final d/t,weed,Francisco,5.91,0,656
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,75,Final d/t,tote,David,5.74,1,773
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,76,Initial v/f,van,Juan,4.95,0,684
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,77,Final b/p,rip,Javier,5.11,1,508
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,78,Initial v/f,fan,David,5.74,1,486
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,79,Final b/p,rib,Javier,5.11,1,473
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,80,Final d/t,seat,Francisco,5.91,1,763
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,81,Final d/t,tote,Javier,5.11,1,693
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,82,Initial s/z,zinc,Juan,4.95,0,1066
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,83,Initial v/f,veal,Javier,5.11,0,554
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,84,Initial s/z,sue,Juan,4.95,1,727
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,85,Initial s/z,zinc,Nicolas,5.49,0,988
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,86,Final d/t,wheat,David,5.74,1,638
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,87,Initial s/z,seal,Javier,5.11,1,401
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,88,Final b/p,lobe,David,5.74,0,394
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,89,Initial s/z,sink,Juan,4.95,1,519
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,90,Initial s/z,zeal,David,5.74,0,1076
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,91,Initial v/f,fail,Javier,5.11,1,561
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,92,Final b/p,rib,Juan,4.95,0,942
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,93,Initial s/z,zip,Javier,5.11,1,483
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,94,Initial s/z,zinc,David,5.74,1,448
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,95,Final d/t,toad,Juan,4.95,0,875
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,96,Initial v/f,fail,David,5.74,1,634
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,97,Initial s/z,sip,Juan,4.95,1,567
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,98,Final b/p,cob,David,5.74,1,1919
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,99,Final b/p,rip,Francisco,5.91,1,1455
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,100,Initial s/z,zeal,Javier,5.11,1,1148
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,101,Final d/t,seat,David,5.74,1,982
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,102,Initial s/z,zinc,Francisco,5.91,1,560
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,103,Final d/t,toad,David,5.74,1,1043
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,104,Final b/p,lope,Javier,5.11,1,825
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,105,Final b/p,cop,Francisco,5.91,1,993
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,106,Final b/p,mop,David,5.74,1,785
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,107,Initial v/f,vase,Juan,4.95,0,1787
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,108,Final b/p,lope,David,5.74,1,552
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,109,Initial v/f,vase,Francisco,5.91,0,758
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,110,Initial s/z,sue,David,5.74,1,591
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,111,Final b/p,mop,Francisco,5.91,1,1658
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,112,Initial v/f,fan,Javier,5.11,1,735
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,113,Final b/p,lobe,Francisco,5.91,1,1062
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,114,Initial v/f,veal,David,5.74,1,1222
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,115,Final d/t,seed,Juan,4.95,1,699
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,116,final d/t,code,Nicolas,5.49,0,715
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,117,Initial v/f,vase,Javier,5.11,0,2829
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,118,Final d/t,code,Juan,4.95,0,1356
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,119,Initial v/f,vase,Nicolas,5.49,1,568
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,120,final d/t,weed,Javier,5.11,1,699
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,121,Final b/p,mop,Nicolas,5.49,1,1232
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,122,Initial v/f,feel,Juan,4.95,1,762
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,123,Final b/p,lope,Nicolas,5.49,1,1690
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,124,Initial v/f,veal,Francisco,5.91,0,527
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,125,Initial s/z,zeal,Juan,4.95,1,2001
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,126,Initial s/z,sue,Nicolas,5.49,1,579
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,127,Initial v/f,feel,Javier,5.11,1,763
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,128,Initial s/z,zeal,Nicolas,5.49,1,731
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,129,Initial s/z,sink,Francisco,5.91,0,818
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,130,Initial s/z,zoo,Juan,4.95,1,1570
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,131,Final b/p,rip,David,5.74,1,610
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,132,Final b/p,mob,Nicolas,5.49,0,647
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,133,Initial v/f,face,Javier,5.11,1,540
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,134,final d/t,coat,Nicolas,5.49,0,814
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,135,Initial s/z,sink,Javier,5.11,1,536
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,136,Final d/t,weed,Nicolas,5.49,1,527
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,137,Final d/t,seed,Javier,5.11,1,612
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,138,Final b/p,cop,David,5.74,0,1316
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,139,Initial v/f,veal,Nicolas,5.49,0,643
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,140,Initial s/z,zip,Francisco,5.91,1,451
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,141,final d/t,coat,Javier,5.11,1,957
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,142,Initial v/f,fan,Francisco,5.91,1,602
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,143,Final b/p,cob,Juan,4.95,0,1333
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,144,Initial s/z,sip,Javier,5.11,0,1562
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,145,Initial s/z,seal,Juan,4.95,1,537
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,146,Initial v/f,fail,Francisco,5.91,1,889
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,147,final d/t,weed,David,5.74,1,1022
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,148,Initial s/z,zip,Juan,4.95,1,483
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,149,Final b/p,lobe,Javier,5.11,0,896
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,150,Initial v/f,vase,David,5.74,1,493
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,151,Initial s/z,zip,Nicolas,5.49,0,935
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,152,final d/t,coat,Francisco,5.91,1,683
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,153,Initial s/z,zoo,Nicolas,5.49,1,1123
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,154,Initial s/z,sink,David,5.74,1,632
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,155,Final b/p,rip,Nicolas,5.49,1,1370
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,156,Initial s/z,sip,Francisco,5.91,1,1338
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,157,Initial s/z,seal,Nicolas,5.49,1,1988
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,158,Final b/p,cob,Francisco,5.91,0,1500
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,159,Initial v/f,van,Javier,5.11,0,1494
1101,YNH,1,PP1,PrePost1,1,9/11/2018,12:54:58,160,Initial s/z,seal,David,5.74,1,1072
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,1,Final b/p,lope,Francisco,5.91,1,1168
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,2,Initial v/f,fan,Nicolas,5.49,0,1802
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,3,Initial s/z,sue,Javier,5.11,0,3455
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,4,Initial v/f,fan,Juan,4.95,1,2180
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,5,Initial v/f,veil,David,5.74,1,1073
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,6,Final d/t,wheat,Juan,4.95,1,1211
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,7,Final b/p,rib,Francisco,5.91,0,3155
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,8,Initial s/z,sip,David,5.74,0,2205
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,9,Initial v/f,feel,Francisco,5.91,1,1858
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,10,Final b/p,rip,Juan,4.95,1,3129
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,11,final d/t,seat,Javier,5.11,1,1124
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,12,Final b/p,lobe,Juan,4.95,1,3393
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,13,Final d/t,code,Javier,5.11,0,1003
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,14,Final b/p,lope,Juan,4.95,0,2105
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,15,Final d/t,coat,David,5.74,1,2158
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,16,Initial v/f,veal,Juan,4.95,1,630
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,17,Initial v/f,van,Francisco,5.91,1,2411
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,18,Final b/p,mob,Javier,5.11,1,1371
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,19,Final d/t,wheat,Francisco,5.91,1,1226
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,20,Initial s/z,sink,Nicolas,5.49,1,1101
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,21,Initial s/z,zeal,Francisco,5.91,1,1740
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,22,Final b/p,cop,Juan,4.95,1,852
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,23,Initial s/z,zoo,Francisco,5.91,1,1318
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,24,Final b/p,cob,Javier,5.11,1,3646
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,25,Initial v/f,veil,Nicolas,5.49,1,1077
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,26,Initial v/f,face,Francisco,5.91,1,789
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,27,Final b/p,cob,Nicolas,5.49,1,2493
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,28,Initial s/z,seal,Francisco,5.91,1,1206
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,29,Initial v/f,face,Nicolas,5.49,1,6448
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,30,Final d/t,seed,Francisco,5.91,1,1250
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,31,Final d/t,tote,Juan,4.95,1,986
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,32,Initial s/z,sip,Nicolas,5.49,1,1004
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,33,Initial v/f,face,David,5.74,1,1775
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,34,Final d/t,seat,Nicolas,5.49,1,2118
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,35,Final d/t,toad,Francisco,5.91,1,1264
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,36,Initial v/f,face,Juan,4.95,0,1019
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,37,Final d/t,tote,Nicolas,5.49,0,2026
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,38,Initial v/f,veil,Francisco,5.91,1,978
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,39,Final d/t,seed,Nicolas,5.49,1,1396
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,40,Final d/t,weed,Juan,4.95,1,1783
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,41,Initial v/f,veil,Francisco,5.91,1,915
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,42,Final b/p,mob,Juan,4.95,1,1144
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,43,Final d/t,code,David,5.74,1,1223
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,44,Initial s/z,zinc,Javier,5.11,1,575
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,45,Initial v/f,fail,Juan,4.95,1,921
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,46,Final d/t,wheat,Javier,5.11,1,947
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,47,Final d/t,coat,Juan,4.95,1,958
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,48,Final b/p,lobe,Nicolas,5.49,1,1453
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,49,Initial v/f,veil,Juan,4.95,1,1544
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,50,Initial v/f,feel,Nicolas,5.49,1,775
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,51,Final d/t,tote,Francisco,5.91,1,871
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,52,Final d/t,wheat,Nicolas,5.49,0,3305
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,53,Final d/t,code,Francisco,5.91,1,2870
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,54,Initial v/f,van,Nicolas,5.49,0,2926
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,55,Final b/p,cop,Javier,5.11,1,2504
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,56,Initial s/z,zip,David,5.74,1,821
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,57,Final b/p,mop,Juan,4.95,0,1012
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,58,Initial s/z,zoo,Javier,5.11,1,699
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,59,Final b/p,mob,David,5.74,1,822
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,60,Initial s/z,sue,Francisco,5.91,1,941
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,61,final d/t,toad,Javier,5.11,1,602
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,62,Initial v/f,feel,David,5.74,1,1845
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,63,Initial v/f,fail,Nicolas,5.49,1,615
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,64,Final b/p,rib,David,5.74,1,1033
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,65,Final d/t,seat,Juan,4.95,1,1361
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,66,Final b/p,rib,Nicolas,5.49,0,1382
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,67,Final d/t,seed,David,5.74,1,974
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,68,Final d/t,toad,Nicolas,5.49,1,616
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,69,Final b/p,mob,Francisco,5.91,1,3925
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,70,Initial s/z,zoo,David,5.74,1,1156
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,71,Final b/p,mop,Javier,5.11,1,671
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,72,Final b/p,cop,Nicolas,5.49,1,2273
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,73,Initial v/f,van,David,5.74,1,848
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,74,Final d/t,weed,Francisco,5.91,1,2127
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,75,Final d/t,tote,David,5.74,1,935
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,76,Initial v/f,van,Juan,4.95,1,1871
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,77,Final b/p,rip,Javier,5.11,1,1438
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,78,Initial v/f,fan,David,5.74,1,769
1102,YNH,1,PP1,PrePost1,1,9/11/2018,9:55:43,79,Final b/p,rib,Javier,5.11,1,1579
